id,name,imageUrl,sortId,ctime
911,滴漏式咖啡,,4,
912,大龙虾壳,,4,
913,大龙虾头,,4,
914,逗猫棒,,4,
915,大米袋,,4,
916,吊牌,,4,
917,碟片,,4,
918,袋泡茶,,4,
919,订书钉,,4,
920,订书钉机,,4,
921,订书针,,4,
922,大头针,,4,
923,动物毛,,4,
924,电蚊香片,,4,
925,电蚊香夜瓶,,4,
926,带油抹布,,4,
927,电影票,,4,
928,带有婴儿粪便的尿不湿,,4,
929,带有婴儿粪便的纸尿裤,,4,
930,电子烟烟弹,,4,
931,耳塞,,4,
932,耳屎,,4,
933,粉笔,,4,
934,粉饼,,4,
935,粉饼盒,,4,
936,方便面包装袋,,4,
937,方便面叉子,,4,
938,方便面盒,,4,
939,方便面桶,,4,
940,方便面调味料,,4,
941,粉尘,,4,
942,防潮袋,,4,
943,废瓷砖,,4,
944,粉底,,4,
945,发带,,4,
946,粉底液,,4,
947,防腐剂,,4,
948,发箍,,4,
949,发夹,,4,
950,发胶,,4,
951,飞机杯,,4,
952,发蜡,,4,
953,肥料,,4,
954,防霉防蛀片,,4,
955,粉扑,,4,
956,发票,,4,
957,发泡网,,4,
958,发卡,,4,
959,废弃的纸张,,4,
960,番茄酱包装袋,,4,
961,废弃食品袋,,4,
962,发热包,,4,
963,发饰,,4,
964,沸石猫砂,,4,
965,防晒喷雾,,4,
966,防晒霜,,4,
967,防碎气泡膜,,4,
968,饭团包装,,4,
969,防蚊贴,,4,
970,封箱带,,4,
971,复写纸,,4,
972,风油精,,4,
973,风油精瓶,,4,
974,防油纸,,4,
975,肥皂,,4,
976,废纸,,4,
977,防震膜,,4,
978,干冰,,4,
979,钢笔,,4,
980,干冰袋,,4,
981,干草,,4,
982,干草包装袋,,4,
983,光碟,,4,
984,光碟包,,4,
985,果冻包装袋,,4,
986,干电池（无汞）,,4,
987,果冻壳,,4,
988,关东煮纸杯,,4,
989,挂耳咖啡,,4,
990,干发巾,,4,
991,广告塑料,,4,
992,干花,,4,
993,硅胶猫砂,,4,
994,硅胶手环,,4,
995,干净无油食品包装袋,,4,
996,过滤袋,,4,
997,百洁布,,4,
998,蛤蜊壳,,4,
999,狗毛,,4,
1000,鸽毛,,4,
1001,碎纸机处理的碎纸,,4,
1002,狗屎垫,,4,
1003,光盘,,4,
1004,过期防晒霜,,4,
1005,过期护肤品,,4,
1006,过期化妆品,,4,
1007,过期口红,,4,
1008,钢丝球,,4,
1009,固体胶,,4,
1010,固体清香剂,,4,
1011,购物卡,,4,
1012,防蚊手环,,4,
1013,购物小票,,4,
1014,塑料拖鞋,,4,
1015,甘蔗皮,,4,
1016,干燥剂,,4,
1017,硅藻泥,,4,
1018,画笔,,4,
1019,红笔,,4,
1020,黑板擦,,4,
1021,河蚌壳,,4,
1022,汉堡纸,,4,
1023,灰尘,,4,
1024,火柴,,4,
1025,红茶包,,4,
1026,火车票,,4,
1027,坏的花盆,,4,
1028,海胆壳,,4,
1029,护发精油,,4,
1030,护肤品,,4,
1031,花蛤壳,,4,
1032,混合猫砂,,4,
1033,红酒塞,,4,
1034,花篮,,4,
1035,护理垫,,4,
1036,海螺壳,,4,
1037,荷兰猪毛,,4,
1038,海绵,,4,
1039,海绵蛋,,4,
1040,海绵粉扑,,4,
1041,坏马桶,,4,
1042,花泥,,4,
1043,花盆,,4,
1044,烘焙纸,,4,
1045,护手霜,,4,
1046,灰土,,4,
1047,火腿肠包装纸,,4,
1048,核桃壳,,4,
1049,胡须,,4,
1050,活性炭,,4,
1051,回形针,,4,
1052,黄油包装纸,,4,
1053,胡渣,,4,
1054,徽章,,4,
1055,化妆镜,,4,
1056,化妆品密封塑料膜,,4,
1057,化妆品瓶盖,,4,
1058,化妆棉,,4,
1059,化妆刷,,4,
1060,胶棒,,4,
1061,胶布,,4,
1062,卷笔刀,,4,
1063,胶带,,4,
1064,胶带纸,,4,
1065,假发,,4,
1066,坚果壳,,4,
1067,浆糊,,4,
1068,胶画,,4,
1069,记号笔,,4,
1070,净化器滤芯,,4,
1071,假睫毛,,4,
1072,酒精棉花,,4,
1073,假睫毛胶水,,4,
1074,酒精棉片,,4,
1075,酒精棉球,,4,
1076,寄居蟹,,4,
1077,旧镜子,,4,
1078,旧口罩,,4,
1079,鸡毛,,4,
1080,芥末包装,,4,
1081,睫毛膏,,4,
1082,旧毛巾,,4,
1083,洁面摩丝,,4,
1084,胶囊咖啡,,4,
1085,旧内衣,,4,
1086,机票,,4,
1087,脚皮,,4,
1088,键盘清洁胶,,4,
1089,旧水槽,,4,
1090,胶水,,4,
1091,吉他弦,,4,
1092,卷筒纸,,4,
1093,卷筒纸包装,,4,
1094,碱性电池,,4,
1095,假牙,,4,
1096,酱油包装袋,,4,
1097,酱油袋,,4,
1098,旧鱼缸,,4,
1099,甲鱼壳,,4,
1100,旧牙刷,,4,
1101,镜子,,4,
1102,胶纸,,4,
1103,脚趾甲,,4,
1104,减震泡泡膜,,4,
1105,捆绑带,,4,
1106,快餐盒,,4,
1107,烤串棒,,4,
1108,快递包装袋,,4,
1109,快递单,,4,
1110,快递袋,,4,
1111,肯德基番茄酱包装袋,,4,
1112,快递贴纸,,4,
1113,咖啡杯杯盖,,4,
1114,咖啡胶囊,,4,
1115,咖啡滤纸,,4,
1116,口红,,4,
1117,口红盒,,4,
1118,空气清新剂罐,,4,
1119,空调滤芯,,4,
1120,枯萎花草,,4,
1121,开心果壳,,4,
1122,口香糖,,4,
1123,扣子,,4,
1124,筷子,,4,
1125,口罩,,4,
1126,蜡笔,,4,
1127,滤尘袋,,4,
1128,绿豆包装,,4,
1129,滤桂咖啡,,4,
1130,刘海夹,,4,
1131,老花镜,,4,
1132,垃圾袋,,4,
1133,拉链,,4,
1134,卤料包,,4,
1135,乐乐茶杯,,4,
1136,颜料盒,,4,
1137,榴莲核,,4,
1138,榴莲壳,,4,
1139,炼乳壳,,4,
1140,零食包装袋,,4,
1141,乐事薯片盒,,4,
1142,辣条包装袋,,4,
1143,滤网,,4,
1144,芦苇叶,,4,
1145,柳絮,,4,
1146,凉席,,4,
1147,冷饮,,4,
1148,蜡油,,4,
1149,冷饮棒,,4,
1150,冷饮包装纸,,4,
1151,晾衣夹,,4,
1152,滤纸,,4,
1153,蜡烛,,4,
1154,炉渣,,4,
1155,蜡烛包装,,4,
1156,蜡烛塑料膜,,4,
1157,毛笔,,4,
1158,棉棒,,4,
1159,眉笔,,4,
1160,抹布,,4,
1161,面包袋,,4,
1162,毛笔写过的纸,,4,
1163,墨胆,,4,
1164,麻袋,,4,
1165,麦当劳纸盒,,4,
1166,魔方,,4,
1167,眉粉,,4,
1168,毛发,,4,
1169,密封袋,,4,
1170,面粉袋,,4,
1171,猫罐头,,4,
1172,棉花,,4,
1173,棉花棒,,4,
1174,棉花球,,4,
1175,墨镜,,4,
1176,马夹袋,,4,
1177,面巾纸,,4,
1178,面巾纸包装纸,,4,
1179,马克笔,,4,
1180,马克杯,,4,
1181,猫粮包装袋,,4,
1182,牡蛎壳,,4,
1183,猫毛,,4,
1184,面膜,,4,
1185,面膜包装纸,,4,
1186,面膜外层纸,,4,
1187,墨囊,,4,
1188,木瓶塞,,4,
1189,棉球,,4,
1190,棉签,,4,
1191,棉柔巾,,4,
1192,麻绳,,4,
1193,摩丝罐,,4,
1194,棉绳,,4,
1195,磨砂膏,,4,
1196,美瞳,,4,
1197,美瞳包装,,4,
1198,面条包装袋,,4,
1199,马桶刷,,4,
1200,灭蚊灯,,4,
1201,灭蚊片,,4,
1202,棉线,,4,
1203,木屑,,4,
1204,明信片,,4,
1205,魔芋粉包装袋,,4,
1206,沐浴球,,4,
1207,毛衣针,,4,
1208,面纸,,4,
1209,美妆蛋,,4,
1210,木质梳子,,4,
1211,泥巴,,4,
1212,暖宝宝,,4,
1213,暖宝宝贴,,4,
1214,粘冲板,,4,
1215,奶茶杯,,4,
1216,奶茶盖,,4,
1217,奶茶塑料盖,,4,
1218,粘尘纸,,4,
1219,奶茶塑料杯,,4,
1220,奶茶纸杯,,4,
1221,尿垫,,4,
1222,奶茶盖,,4,
1223,牛骨,,4,
1224,牛骨棒,,4,
1225,奶粉勺子,,4,
1226,牛骨头,,4,
1227,凝胶,,4,
1228,内裤,,4,
1229,纽扣,,4,
1230,牛肋骨,,4,
1231,尼龙制品,,4,
1232,粘毛滚纸,,4,
1233,纳米海绵,,4,
1234,牛奶袋,,4,
1235,尿片,,4,
1236,牛排包装,,4,
1237,牛皮筋,,4,
1238,冰淇淋纸杯,,4,
1239,牛肉干包装,,4,
1240,牛肉骨头,,4,
1241,粘鼠板,,4,
1242,泥土,,4,
1243,黏土,,4,
1244,牛尾骨,,4,
1245,内衣,,4,
1246,内衣包装袋,,4,
1247,奶嘴,,4,
1248,牛仔骨,,4,
1249,粘纸,,4,
1250,呕吐物纸巾,,4,
1251,膨化食品包装袋,,4,
1252,泡脚袋,,4,
1253,平角裤,,4,
1254,啤酒瓶盖,,4,
1255,泡面袋,,4,
1256,泡面调料包,,4,
1257,泡沫饭盒,,4,
1258,泡沫盒子,,4,
1259,泡面桶,,4,
1260,乒乓球,,4,
1261,泡泡糖,,4,
1262,皮皮虾壳,,4,
1263,膨润土猫砂,,4,
1264,披萨盒,,4,
1265,破碎盘子,,4,
1266,葡萄酒木塞,,4,
1267,盆子,,4,
1268,铅笔,,4,
1269,铅笔芯,,4,
1270,铅笔屑,,4,
1271,曲别针,,4,
1272,青草膏,,4,
1273,气垫BB霜,,4,
1274,气垫膜,,4,
1275,墙灰,,4,
1276,去黑头鼻贴,,4,
1277,清洁抹布,,4,
1278,青口贝,,4,
1279,巧克力包装袋,,4,
1280,巧克力锡纸,,4,
1281,清凉贴,,4,
1282,全棉时代纸巾,,4,
1283,气泡垫,,4,
1284,气泡袋,,4,
1285,气泡纸,,4,
1286,气球,,4,
1287,氢气球,,4,
1288,清扫渣土,,4,
1289,驱蚊手环,,4,
1290,驱蚊贴,,4,
1291,驱蚊香片,,4,
1292,琴弦,,4,
1293,签字笔,,4,
1294,墙纸,,4,
1295,轻质彩泥,,4,
1296,润唇膏,,4,
1297,乳垫,,4,
1298,润肤乳,,4,
1299,乳胶,,4,
1300,肉类包装盒,,4,
1301,软木塞,,4,
1302,面膜,,4,
1303,热敏纸,,4,
1304,日抛,,4,
1305,瑞幸咖啡杯,,4,
1306,热饮杯盖,,4,
1307,扫把,,4,
1308,水笔,,4,
1309,水彩笔,,4,
1310,水彩颜料,,4,
1311,盛放厨余果皮的垃圾袋,,4,
1312,塑料袋,,4,
1313,丝瓜筋,,4,
1314,腮红,,4,
1315,商标,,4,
1316,纱布,,4,
1317,水笔笔芯,,4,
1318,鼠标垫,,4,
1319,水笔芯,,4,
1320,蔬菜包装袋,,4,
1321,蔬菜包装盒,,4,
1322,纱窗,,4,
1323,湿厕纸,,4,
1324,湿厕纸包装袋,,4,
1325,水粉颜料,,4,
1326,石锅,,4,
1327,砂锅,,4,
1328,石膏,,4,
1329,水果包装袋,,4,
1330,水果罐,,4,
1331,水果塑料盒,,4,
1332,湿灰尘,,4,
1333,生蚝壳,,4,
1334,湿海绵,,4,
1335,收据,,4,
1336,水饺包装袋,,4,
1337,手机壳,,4,
1338,手机链,,4,
1339,手机膜,,4,
1340,水晶猫砂,,4,
1341,水晶泥,,4,
1342,手机绳,,4,
1343,烧烤锡纸,,4,
1344,烧烤竹签,,4,
1345,沙拉袋,,4,
1346,湿毛发,,4,
1347,双面胶,,4,
1348,湿面巾纸,,4,
1349,手帕,,4,
1350,食品保鲜袋,,4,
1351,薯片包装袋,,4,
1352,薯片袋,,4,
1353,食品干燥剂,,4,
1354,薯片盒,,4,
1355,食品密封袋,,4,
1356,食品塑料盒,,4,
1357,爽生粉,,4,
1358,湿塑料袋,,4,
1359,湿头发,,4,
1360,身体乳,,4,
1361,湿卫生纸,,4,
1362,使用过的安全套,,4,
1363,使用过的面膜,,4,
1364,使用过的卫生巾,,4,
1365,双眼皮贴,,4,
1366,湿烟头,,4,
1367,收银条,,4,
1368,扇子,,4,
1369,手指甲,,4,
1370,湿纸巾包装,,4,
1371,湿纸巾包装袋,,4,
1372,湿纸箱,,4,
1373,松紧带,,4,
1374,三角裤,,4,
1375,湿巾纸,,4,
1376,烧烤木签,,4,
1377,塑料表带,,4,
1378,塑料笔杆,,4,
1379,塑料薄膜,,4,
1380,塑料叉子,,4,
1381,塑料带,,4,
1382,塑料袋,,4,
1383,塑料打包盒,,4,
1384,塑料挂钩,,4,
1385,塑料盖子,,4,
1386,塑料花,,4,
1387,湿垃圾袋,,4,
1388,塑料咖啡杯,,4,
1389,塑料垃圾袋,,4,
1390,塑料勺,,4,
1391,塑料刷子,,4,
1392,塑料糖纸,,4,
1393,塑料外卖盒,,4,
1394,塑料吸管,,4,
1395,塑料油壶,,4,
1396,塑料牙签,,4,
1397,松木猫砂,,4,
1398,酸奶杯盖,,4,
1399,酸奶袋,,4,
1400,酸奶勺,,4,
1401,酸奶吸管,,4,
1402,薯片罐,,4,
1403,速溶咖啡包装,,4,
1404,塑料夹子,,4,
1405,丝袜,,4,
1406,碎碗,,4,
1407,树枝,,4,
1408,扫帚,,4,
1409,碎纸屑,,4,
1410,湿纸巾,,4,
1411,拖把,,4,
1412,糖包,,4,
1413,炭包,,4,
1414,陶瓷杯,,4,
1415,陶瓷花瓶,,4,
1416,陶瓷花盆,,4,
1417,陶瓷类废弃物,,4,
1418,陶瓷盘子,,4,
1419,陶瓷碗碟,,4,
1420,陶瓷烟灰缸,,4,
1421,陶瓷制品,,4,
1422,头发,,4,
1423,烫发剂壳,,4,
1424,糖果皮,,4,
1425,糖浆包,,4,
1426,太空沙,,4,
1427,调料包,,4,
1428,调料袋,,4,
1429,田螺壳,,4,
1430,甜芦栗皮,,4,
1431,兔毛,,4,
1432,透明打包盒,,4,
1433,脱毛膏,,4,
1434,透明胶,,4,
1435,条码纸,,4,
1436,陶泥,,4,
1437,头皮屑,,4,
1438,陶器,,4,
1439,退热贴,,4,
1440,头饰,,4,
1441,头绳,,4,
1442,退烧贴,,4,
1443,脱酸素剂,,4,
1444,陶土花瓶,,4,
1445,头屑,,4,
1446,拖鞋,,4,
1447,碳性电池,,4,
1448,剃须泡沫罐,,4,
1449,脱氧保鲜剂,,4,
1450,脱氧剂,,4,
1451,太阳镜,,4,
1452,太阳眼镜,,4,
1453,坛子,,4,
1454,糖纸,,4,
1455,桃子核,,4,
1456,贴纸,,4,
1457,文蛤壳,,4,
1458,乌龟壳,,4,
1459,文件袋,,4,
1460,外卖餐盒,,4,
1461,外卖餐具,,4,
1462,外卖饭盒,,4,
1463,外卖盒子,,4,
1464,外卖塑料袋,,4,
1465,外卖塑料盒,,4,
1466,外卖纸盒,,4,
1467,瓦片,,4,
1468,网球,,4,
1469,污染较严重的纸,,4,
1470,污染纸张,,4,
1471,卫生棒,,4,
1472,卫生护垫,,4,
1473,卫生巾包装袋,,4,
1474,卫生巾外包装,,4,
1475,卫生间用纸,,4,
1476,卫生卷纸,,4,
1477,卫生巾,,4,
1478,卫生棉条,,4,
1479,卫生巾外层薄塑料纸,,4,
1480,碎碗片,,4,
1481,污损塑料袋,,4,
1482,卫生纸,,4,
1483,污损纸张,,4,
1484,蚊香,,4,
1485,文胸,,4,
1486,蚊香灰,,4,
1487,蚊香片,,4,
1488,五子棋,,4,
1489,污渍纸巾,,4,
1490,纸,,4,
1491,锡箔餐盒,,4,
1492,星巴克咖啡杯,,4,
1493,星巴克塑料杯,,4,
1494,相册,,4,
1495,喜茶杯,,4,
1496,香肠壳,,4,
1497,吸尘器灰尘,,4,
1498,香肠竹签,,4,
1499,香袋,,4,
1500,消毒棉,,4,
1501,洗涤液包装袋,,4,
1502,吸管,,4,
1503,雪糕棒,,4,
1504,吸管薄膜,,4,
1505,雪糕包装袋,,4,
1506,雪糕袋,,4,
1507,雪糕棍,,4,
1508,吸管塑料袋,,4,
1509,小核桃壳,,4,
1510,绣花针,,4,
1511,橡胶,,4,
1512,橡胶手套,,4,
1513,橡胶制品,,4,
1514,洗脸巾,,4,
1515,修眉刀,,4,
1516,西梅核,,4,
1517,香囊,,4,
1518,橡皮,,4,
1519,小票,,4,
1520,橡皮擦,,4,
1521,橡皮筋,,4,
1522,橡皮泥,,4,
1523,橡皮屑,,4,
1524,象棋,,4,
1525,下水道杂物,,4,
1526,下水道淤泥,,4,
1527,吸湿剂,,4,
1528,胸贴,,4,
1529,洗头膏,,4,
1530,血糖试纸,,4,
1531,洗碗布,,4,
1532,吸味剂,,4,
1533,夏威夷果壳,,4,
1534,香薰球,,4,
1535,香烟,,4,
1536,洗衣粉袋,,4,
1537,香烟灰,,4,
1538,吸油面纸,,4,
1539,香烟头,,4,
1540,洗衣液包装袋,,4,
1541,香皂,,4,
1542,席子,,4,
1543,胸罩,,4,
1544,胸针,,4,
1545,宣纸,,4,
1546,香烛,,4,
1547,卸妆膏,,4,
1548,卸妆棉,,4,
1549,锡纸盘,,4,
1550,卸妆乳瓶,,4,
1551,小纸屑,,4,
1552,修正液,,4,
1553,卸妆油瓶,,4,
1554,卸妆纸片,,4,
1555,眼部精华胶囊,,4,
1556,盐包装袋,,4,
1557,牙齿,,4,
1558,演唱会票,,4,
1559,一次性便当盒,,4,
1560,一次性保鲜膜,,4,
1561,一次性杯子,,4,
1562,一次性餐盒,,4,
1563,一次性叉子,,4,
1564,一次性餐具,,4,
1565,一次性餐具包装,,4,
1566,一次性打火机,,4,
1567,一次性电子烟,,4,
1568,一次性咖啡纸杯,,4,
1569,一次性口罩,,4,
1570,一次性筷子,,4,
1571,一次性尿布,,4,
1572,一次性内裤,,4,
1573,一次性手套,,4,
1574,一次性塑料杯,,4,
1575,一次性塑料餐盒,,4,
1576,一次性塑料袋,,4,
1577,一次性塑料盘,,4,
1578,一次性塑料手套,,4,
1579,一次性塑料勺子,,4,
1580,一次性塑料调羹,,4,
1581,一次性塑料鞋套,,4,
1582,一次性塑料浴帽,,4,
1583,一次性伞套,,4,
1584,一次性拖鞋,,4,
1585,一次性剃须刀片,,4,
1586,一次性洗脸巾,,4,
1587,一次性用品,,4,
1588,一次性纸餐盘,,4,
1589,一次性纸杯,,4,
1590,一次性竹筷子,,4,
1591,烟蒂,,4,
1592,羊大骨,,4,
1593,婴儿尿布,,4,
1594,衣服标签,,4,
1595,牙膏,,4,
1596,羊骨,,4,
1597,荧光笔,,4,
1598,荧光棒,,4,
1599,牙膏壳,,4,
1600,牙膏皮,,4,
1601,烟盒,,4,
1602,浴花,,4,
1603,烟灰,,4,
1604,烟盒内锡纸,,4,
1605,油画刷,,4,
1606,油画颜料软管,,4,
1607,油画颜料,,4,
1608,浴巾,,4,
1609,眼镜,,4,
1610,泳镜,,4,
1611,眼镜布,,4,
1612,眼镜盒,,4,
1613,眼镜架,,4,
1614,眼镜框,,4,
1615,颜料,,4,
1616,养乐多盖,,4,
1617,饮料瓶标签,,4,
1618,腋毛,,4,
1619,鸭毛,,4,
1620,眼膜,,4,
1621,姨妈巾,,4,
1622,玉米皮,,4,
1623,羽毛球,,4,
1624,玉米叶,,4,
1625,玉米衣,,4,
1626,印泥,,4,
1627,雨披,,4,
1628,牙签,,4,
1629,椰青壳,,4,
1630,牙签塑料盒,,4,
1631,羊肉串棒,,4,
1632,羊肉骨头,,4,
1633,烟丝,,4,
1634,牙刷,,4,
1635,眼屎,,4,
1636,浴沙,,4,
1637,永生花,,4,
1638,牙刷头,,4,
1639,砚台,,4,
1640,牙贴,,4,
1641,牙套,,4,
1642,油条包装袋,,4,
1643,液体胶,,4,
1644,眼贴膜,,4,
1645,液体蚊香,,4,
1646,液体蚊香瓶,,4,
1647,油污湿巾纸,,4,
1648,油污纸,,4,
1649,牙线,,4,
1650,牙线棒,,4,
1651,油性笔,,4,
1652,眼线笔,,4,
1653,眼线液,,4,
1654,隐形眼镜,,4,
1655,隐形眼镜盒,,4,
1656,隐形眼镜护理液,,4,
1657,羊蝎子,,4,
1658,眼影,,4,
1659,雨衣,,4,
1660,验孕棒,,4,
1661,婴幼儿纸尿裤,,4,
1662,园艺土,,4,
1663,营养土,,4,
1664,游泳眼镜,,4,
1665,油脂,,4,
1666,胭脂,,4,
1667,印章,,4,
1668,圆珠笔,,4,
1669,圆珠笔芯,,4,
1670,椰子壳,,4,
1671,脏玻璃瓶,,4,
1672,早餐奶包装袋,,4,
1673,早餐塑料袋,,4,
1674,猪大骨,,4,
1675,自动铅笔笔芯,,4,
1676,珍宝蟹,,4,
1677,榨菜袋,,4,
1678,智齿,,4,
1679,织带,,4,
1680,纸饭盒,,4,
1681,自嗨锅,,4,
1682,装过湿垃圾的塑料袋,,4,
1683,猪骨头,,4,
1684,枕巾,,4,
1685,炸鸡包装袋,,4,
1686,纸巾袋,,4,
1687,纸胶带,,4,
1688,证件塑料壳,,4,
1689,证件外包装,,4,
1690,纸咖啡杯,,4,
1691,蟑螂贴,,4,
1692,纸皮核桃,,4,
1693,蒸汽眼罩,,4,
1694,粘鼠板,,4,
1695,装塑料的塑料袋,,4,
1696,竹炭包,,4,
1697,猪腿骨,,4,
1698,生物冰袋,,4,
1699,中性笔,,4,
1700,中药包,,4,
1701,中药面膜,,4,
1702,竹牙签,,4,
1703,沾有油渍的食品包装袋,,4,
1704,珍珠奶茶杯,,4,
1705,竹制品,,4,
1706,榛子壳,,4,
1707,纸质外卖盒,,4,
1708,纸巾,,4,
1709,纸巾包装袋,,4,
1710,指甲片,,4,
1711,砖块,,4,
1712,脏抹布,,4,
1713,纸尿裤,,4,
1714,脏牛奶盒,,4,
1715,自热包,,4,
1716,自热火锅加热包,,4,
1717,紫砂壶,,4,
1718,注射器,,4,
1719,足贴,,4,
1720,渣土,,4,
1721,织物,,4,
1722,脏卫生巾,,4,
1723,砖瓦陶瓷,,4,
1724,脏污衣物,,4,
1725,植物硬壳,,4,
1726,装修废弃物,,4,
1727,脏卸妆棉,,4,
1728,粽叶,,4,
1729,足浴袋,,4,
1730,中药袋,,4,
1731,洗衣粉,,4,
1732,粽子包裹绳,,4,
1733,纸质包装袋,,4,
1734,自煮火锅盒,,4,
1735,脏纸巾,,4,
1736,脏纸尿裤,,4,
1737,粽子皮,,4,
1738,修正带,,4,
1739,包裹着鼻屎的纸巾,,4,
1740,吸油纸,,4,
1741,喝过的奶茶杯子,,4,
1742,帝王蟹壳,,4,
1743,A4纸,,1,
1744,AD钙奶瓶,,1,
1745,CD塑料盒,,1,
1746,KFC纸袋,,1,
1747,PET塑料瓶,,1,
1748,PS4,,1,
1749,PU革,,1,
1750,USB风扇,,1,
1751,USB线,,1,
1752,U盘,,1,
1753,奥特曼玩具,,1,
1754,奥特曼卡片,,1,
1755,背包,,1,
1756,布包,,1,
1757,步步高学习机,,1,
1758,芭比娃娃,,1,
1759,白炽灯,,1,
1760,被单,,1,
1761,杯垫,,1,
1762,报废车辆,,1,
1763,饼干盒,,1,
1764,办公用纸,,1,
1765,办公桌,,1,
1766,冰红茶利乐包装,,1,
1767,笔记本电脑,,1,
1768,笔记本电源,,1,
1769,白酒瓶,,1,
1770,布料,,1,
1771,玻璃,,1,
1772,玻璃杯,,1,
1773,玻璃电子秤,,1,
1774,玻璃放大镜,,1,
1775,玻璃锅盖,,1,
1776,玻璃壶,,1,
1777,冰淇淋盒,,1,
1778,玻璃花瓶,,1,
1779,玻璃蜡烛杯,,1,
1780,玻璃密封容器,,1,
1781,玻璃瓶,,1,
1782,保龄球,,1,
1783,巴黎水玻璃瓶,,1,
1784,玻璃碎片,,1,
1785,玻璃烟灰缸,,1,
1786,玻璃渣,,1,
1787,包书纸,,1,
1788,被套,,1,
1789,保温杯,,1,
1790,保温袋,,1,
1791,保温壶,,1,
1792,保温瓶,,1,
1793,布娃娃,,1,
1794,布鞋,,1,
1795,不锈钢杯子,,1,
1796,不锈钢垃圾桶,,1,
1797,不锈钢勺子,,1,
1798,变形金刚,,1,
1799,保鲜膜带齿盒,,1,
1800,布鞋套,,1,
1801,百叶窗,,1,
1802,布艺窗帘,,1,
1803,报纸,,1,
1804,被子,,1,
1805,本子,,1,
1806,包装盒,,1,
1807,抱枕,,1,
1808,包装纸,,1,
1809,菜刀,,1,
1810,磁带播放器,,1,
1811,草稿本,,1,
1812,窗玻璃,,1,
1813,炒菜铁锅,,1,
1814,床垫,,1,
1815,传单,,1,
1816,床单,,1,
1817,充电宝,,1,
1818,充电器,,1,
1819,充电热水袋,,1,
1820,充电线,,1,
1821,充电 牙刷,,1,
1822,充电装置,,1,
1823,吹风机,,1,
1824,纯牛奶纸盒,,1,
1825,衬衫,,1,
1826,除湿机,,1,
1827,插线板,,1,
1828,茶叶罐,,1,
1829,插座,,1,
1830,茶几,,1,
1831,磁力贴,,1,
1832,醋瓶,,1,
1833,CPU,,1,
1834,测试卷子,,1,
1835,磁铁,,1,
1836,搓衣板,,1,
1837,传真机,,1,
1838,刀,,1,
1839,档案袋,,1,
1840,电脑机箱,,1,
1841,电冰箱,,1,
1842,地板砖,,1,
1843,电吹风,,1,
1844,点钞机,,1,
1845,电磁炉,,1,
1846,电动保温箱,,1,
1847,电炖锅,,1,
1848,电动刮痧板,,1,
1849,电动卷发棒,,1,
1850,打底裤,,1,
1851,电动剃须刀,,1,
1852,电动玩具,,1,
1853,电动牙刷,,1,
1854,电饭煲,,1,
1855,电话机,,1,
1856,电锯,,1,
1857,豆浆机,,1,
1858,电烤箱,,1,
1859,滴露瓶,,1,
1860,电脑,,1,
1861,电脑包,,1,
1862,电瓶车防晒垫,,1,
1863,电瓶,,1,
1864,刀片,,1,
1865,打气筒,,1,
1866,地球仪,,1,
1867,电容,,1,
1868,电热水壶,,1,
1869,电热毯,,1,
1870,电扇,,1,
1871,电水壶,,1,
1872,订书机,,1,
1873,电视机,,1,
1874,地毯,,1,
1875,蛋挞盒,,1,
1876,地铁票,,1,
1877,大提琴,,1,
1878,电蚊拍,,1,
1879,电线,,1,
1880,点心盒,,1,
1881,大衣,,1,
1882,电源插头,,1,
1883,电熨斗,,1,
1884,打印机,,1,
1885,打印纸,,1,
1886,电阻,,1,
1887,垫子,,1,
1888,钉子,,1,
1889,电子表,,1,
1890,电钻,,1,
1891,电蒸锅,,1,
1892,电子灭蚊拍,,1,
1893,电子手表,,1,
1894,电子血压仪,,1,
1895,耳机,,1,
1896,耳钉,,1,
1897,耳环,,1,
1898,二极管,,1,
1899,二手手机,,1,
1900,帆布包,,1,
1901,帆布鞋,,1,
1902,废报纸,,1,
1903,翡翠手镯,,1,
1904,废电路板,,1,
1905,废旧电子产品,,1,
1906,废旧木柴,,1,
1907,废旧小家电,,1,
1908,废旧吸铁石,,1,
1909,蜂蜜罐,,1,
1910,番茄酱瓶,,1,
1911,废弃塑料文具,,1,
1912,废弃衣服,,1,
1913,腐乳瓶,,1,
1914,防晒衣,,1,
1915,废食用油瓶,,1,
1916,废锁头,,1,
1917,风衣,,1,
1918,复印机,,1,
1919,废钥匙,,1,
1920,复印纸,,1,
1921,锅,,1,
1922,鼓棒,,1,
1923,钢尺,,1,
1924,果冻杯,,1,
1925,关东煮隔热杯套,,1,
1926,高尔夫球杆,,1,
1927,干发帽,,1,
1928,广告单,,1,
1929,高跟鞋,,1,
1930,广告用纸,,1,
1931,广告纸片,,1,
1932,钢化玻璃,,1,
1933,钢化膜,,1,
1934,果酱瓶,,1,
1935,硅胶玩具,,1,
1936,干净饮料瓶,,1,
1937,橄榄球,,1,
1938,过滤网,,1,
1939,蜂蜜柚子茶玻璃罐,,1,
1940,擀面杖,,1,
1941,光驱,,1,
1942,钢琴,,1,
1943,罐头瓶,,1,
1944,公文包,,1,
1945,购物卡,,1,
1946,高压锅,,1,
1947,海报,,1,
1948,黑板,,1,
1949,滑板,,1,
1950,环保布质垃圾袋,,1,
1951,环保袋,,1,
